case_id,created_at,case_summary,channel,case_type,category,plan_tier,customer_tenure_months
ND-2025-001252,2025-07-14 12:45:50+00:00,Docs for API v2 aren't clear on authentication.,webchat,service_request,how_to_training,Free,3
ND-2025-001654,2025-09-12 14:30:55+00:00,Need to change user role to Editor,email,service_request,access_permissions,Pro,8
ND-2025-000696,2025-04-29 11:15:00+00:00,Date filter isn't applying to all widgets,email,service_request,data_reporting,Pro,15
ND-2025-000440,2025-03-07 10:55:05+00:00,Stop sending me marketing emails please,email,service_request,account_admin,Pro,6
ND-2025-002292,2025-12-14 08:20:30+00:00,Cancel subscription effective immediately.,email,service_request,account_admin,Pro,22
ND-2025-001948,2025-10-31 16:30:20+00:00,Logs needed.,email,service_request,account_admin,Pro,40
ND-2025-000429,2025-03-05 10:40:15+00:00,Charged twice for Orbit ID this month,email,incident,billing_payments,Pro,4
ND-2025-000059,2025-01-20 11:25:55+00:00,Total system down 500 errors everywhere,phone,incident,performance_outage,Enterprise,25
ND-2025-000844,2025-05-08 09:00:00+00:00,Very slow response times when switching between Polaris Boards.,email,incident,performance_outage,Enterprise,22
ND-2025-001418,2025-08-05 10:05:50+00:00,Need a VAT receipt for the last invoice please.,webchat,service_request,billing_payments,Standard,8
ND-2025-002267,2025-12-04 08:50:11+00:00,Admin permissions not saving for new user.,phone,incident,access_permissions,Standard,5
ND-2025-001688,2025-09-22 14:10:00+00:00,Lost my phone need to reset MFA for Orbit ID,phone,incident,access_permissions,Standard,5
ND-2025-002013,2025-11-05 09:45:12+00:00,Need help configuring Okta for Orbit ID SSO.,email,incident,access_permissions,Enterprise,50
ND-2025-001081,2025-06-25 13:40:25+00:00,Just seeing a spinner when I load the main board,email,incident,performance_outage,Pro,32
ND-2025-000619,2025-04-05 13:30:00+00:00,Where can I find my VAT receipts?,email,service_request,billing_payments,Pro,15
ND-2025-001423,2025-08-07 08:50:40+00:00,App crashing on iOS when opening the Sales widget.,email,incident,bug,Standard,19
ND-2025-001448,2025-08-15 13:00:20+00:00,Need help verifying our domain for SSO.,phone,service_request,access_permissions,Enterprise,18
ND-2025-000856,2025-05-10 10:00:00+00:00,Salesforce webhooks failing since v2.4.,email,incident,integrations,Enterprise,40
ND-2025-000559,2025-03-31 10:35:40+00:00,Update company info,email,service_request,account_admin,Pro,11
ND-2025-002042,2025-11-14 10:45:22+00:00,We wish to close our account and export our data.,email,service_request,account_admin,Standard,16
ND-2025-001030,2025-06-10 11:25:05+00:00,Want to upgrade to Pro tier but card was declined,email,service_request,billing_payments,Standard,8
ND-2025-000500,2025-03-19 12:20:05+00:00,Link to tutorial is broken,webchat,incident,bug,Standard,6
ND-2025-000487,2025-03-16 15:45:40+00:00,Downgrade to Standard,email,service_request,billing_payments,Pro,9
ND-2025-002050,2025-11-16 13:25:12+00:00,Urgent GDPR right to erasure request.,phone,incident,security_privacy,Pro,19
ND-2025-000606,2025-04-02 09:30:00+00:00,URGENT: Orbit ID SSO failing for all staff via Okta,email,incident,access_permissions,Enterprise,60
ND-2025-000600,2025-04-01 09:12:00+00:00,How do I filter the Polaris Board by fiscal quarter?,email,service_request,how_to_training,Pro,14
ND-2025-002112,2025-11-07 08:45:00+00:00,Send VAT receipt.,email,service_request,billing_payments,Standard,4
ND-2025-000167,2025-01-18 14:40:15+00:00,New setup,email,service_request,how_to_training,Standard,1
ND-2025-001845,2025-10-14 11:30:12+00:00,Changed company name but it still shows old one on invoices.,webchat,service_request,account_admin,Standard,12
ND-2025-001225,2025-07-07 11:25:30+00:00,Polaris Board layout breaks on Firefox.,webchat,incident,bug,Standard,16
ND-2025-001911,2025-10-06 13:55:10+00:00,Locked out please unlock.,webchat,incident,access_permissions,Pro,4
ND-2025-001422,2025-08-06 13:45:10+00:00,Why are the timestamps on the Polaris board in UTC?,webchat,service_request,data_reporting,Pro,7
ND-2025-000001,2025-01-02 09:15:22+00:00,How do I add a new Polaris Board for the marketing team?,email,service_request,how_to_training,Standard,3
ND-2025-001045,2025-06-14 14:20:10+00:00,Too many emails want to turn off marketing blasts,in_app,service_request,account_admin,Standard,20
ND-2025-001242,2025-07-11 13:20:25+00:00,Polaris board performance is severely degraded today.,email,incident,performance_outage,Pro,16
ND-2025-002289,2025-12-13 09:30:11+00:00,Closing account thanks.,email,service_request,account_admin,Standard,6
ND-2025-001703,2025-09-26 12:10:15+00:00,Best practices for dashboard layout?,webchat,service_request,how_to_training,Free,2
ND-2025-002016,2025-11-06 12:22:33+00:00,Interested in upgrading to Enterprise for the Salesforce connector.,in_app,service_request,other,Free,0
ND-2025-001664,2025-09-16 10:45:50+00:00,Explain the difference between Admin and Editor roles,webchat,service_request,how_to_training,Standard,6
ND-2025-000025,2025-01-09 10:25:15+00:00,My widgets aren't refreshing automatically,webchat,service_request,how_to_training,Standard,5
ND-2025-002081,2025-11-25 11:55:30+00:00,Nobody can log in to Orbit ID.,email,incident,performance_outage,Enterprise,45
ND-2025-000435,2025-03-06 11:15:30+00:00,Polaris Board looks weird on Safari,email,incident,bug,Standard,5
ND-2025-000884,2025-05-16 10:00:30+00:00,Queries taking too long.,email,incident,performance_outage,Pro,18
ND-2025-001830,2025-10-08 13:45:10+00:00,Need to delete a user but the button is greyed out.,phone,service_request,account_admin,Standard,3
ND-2025-000815,2025-05-02 11:20:10+00:00,Screen is weird.,webchat,service_request,bug,Pro,15
ND-2025-000689,2025-04-27 11:45:00+00:00,Delete my account please,webchat,service_request,account_admin,Free,2
ND-2025-001438,2025-08-12 11:45:25+00:00,Need to change a user role from Viewer to Editor.,webchat,service_request,access_permissions,Pro,12
ND-2025-000433,2025-03-06 08:50:40+00:00,Cannot remove a former employee from Orbit ID access,email,incident,account_admin,Enterprise,25
ND-2025-001834,2025-10-10 09:00:15+00:00,We would like to partner with Northstar for an integration.,webchat,service_request,other,Free,0
ND-2025-001880,2025-10-25 14:30:22+00:00,Login attempt from China? We are UK based only.,email,incident,security_privacy,Pro,28
ND-2025-000568,2025-03-01 14:50:55+00:00,Invoice mismatch on account,email,incident,billing_payments,Enterprise,23
ND-2025-000144,2025-01-25 08:50:50+00:00,How do I change chart colours?,in_app,service_request,how_to_training,Standard,4
ND-2025-000805,2025-05-01 10:30:44+00:00,Xero sync is failing since the release; field mapping errors on invoices.,email,incident,integrations,Pro,19
ND-2025-001467,2025-08-22 14:45:00+00:00,Engine failure message then crash.,email,incident,performance_outage,Enterprise,55
ND-2025-001257,2025-07-15 16:05:30+00:00,Just testing the chat support.,webchat,service_request,other,Free,0
ND-2025-001523,2025-08-31 08:50:00+00:00,Clicking on profile gives 404.,email,incident,bug,Free,3
ND-2025-002107,2025-11-04 13:15:20+00:00,SEO services offer.,email,service_request,other,Free,0
ND-2025-002300,2025-12-17 12:00:45+00:00,API 401 Unauthorized on connector.,webchat,incident,integrations,Pro,16
ND-2025-001486,2025-08-29 10:30:40+00:00,Need a filter for customer lifetime value.,in_app,service_request,data_reporting,Standard,16
ND-2025-000942,2025-05-28 11:00:40+00:00,Box misalignment.,email,incident,bug,Pro,12
ND-2025-002203,2025-12-03 08:55:40+00:00,Need VAT receipt for the last payment for year end accounts.,email,service_request,billing_payments,Standard,2
ND-2025-001717,2025-09-30 09:05:05+00:00,Cannot export to Excel from Polaris,in_app,service_request,data_reporting,Enterprise,30
ND-2025-000419,2025-03-03 13:10:05+00:00,Export to CSV is failing on the Sales Widget,email,incident,bug,Pro,14
ND-2025-001708,2025-09-27 14:20:20+00:00,Filter not applying to all widgets on Polaris Board,email,service_request,data_reporting,Enterprise,21
ND-2025-000550,2025-03-29 12:10:55+00:00,VAT receipt please,email,service_request,billing_payments,Pro,16
ND-2025-000916,2025-05-23 09:15:50+00:00,Mobile view is distorted.,email,incident,bug,Pro,9
ND-2025-000022,2025-01-08 11:55:05+00:00,Where do I start with creating a new report?,email,service_request,how_to_training,Standard,1
ND-2025-000819,2025-05-03 09:40:45+00:00,CSV export is empty. This is urgent for my weekly meeting.,in_app,incident,bug,Enterprise,33
ND-2025-001092,2025-06-29 09:15:40+00:00,Font looks weird on the settings page,in_app,incident,bug,Standard,10
ND-2025-000638,2025-04-11 11:10:00+00:00,Xero sync isn't working is Xero down?,email,service_request,integrations,Standard,11
ND-2025-000820,2025-05-03 10:20:00+00:00,Fonts look too small on the new interface.,webchat,incident,bug,Standard,50
ND-2025-001689,2025-09-23 09:30:25+00:00,Walkthrough needed for the new chart types,email,service_request,how_to_training,Free,4
ND-2025-001319,2025-07-31 12:45:15+00:00,Token issue with Salesforce.,email,incident,integrations,Standard,14
ND-2025-000453,2025-03-10 09:00:40+00:00,Need to add a consultant to the dashboard,email,service_request,account_admin,Standard,5
ND-2025-000685,2025-04-26 10:30:00+00:00,Can viewers export data?,in_app,service_request,how_to_training,Standard,6
ND-2025-001229,2025-07-08 09:50:15+00:00,I paid for the Xero connector but it won't connect.,webchat,incident,integrations,Standard,11
ND-2025-002114,2025-11-08 10:30:50+00:00,Invite new employee.,email,service_request,account_admin,Standard,7
ND-2025-001849,2025-10-15 12:50:30+00:00,test,webchat,incident,other,Free,2
ND-2025-001302,2025-07-27 10:50:10+00:00,Best practice for setting up multiple connectors?,in_app,service_request,how_to_training,Free,6
ND-2025-000566,2025-03-01 11:40:05+00:00,Export function not working,email,incident,bug,Enterprise,20
ND-2025-000003,2025-01-02 11:22:45+00:00,Orbit ID isn't accepting my password after the break,in_app,incident,access_permissions,Pro,14
ND-2025-000634,2025-04-10 10:50:00+00:00,Data time seems off is it UTC or GMT?,email,incident,data_reporting,Pro,13
ND-2025-001631,2025-09-07 10:00:30+00:00,Requesting refund for unused seat,webchat,service_request,billing_payments,Standard,3
ND-2025-000038,2025-01-13 12:30:05+00:00,Need to invite a contractor to view one board only,webchat,service_request,access_permissions,Pro,7
ND-2025-000648,2025-04-15 10:40:00+00:00,Are there video tutorials for advanced widgets?,webchat,service_request,how_to_training,Free,2
ND-2025-001099,2025-06-03 11:22:15+00:00,Want to switch from monthly to annual billing,email,service_request,billing_payments,Standard,12
ND-2025-000513,2025-03-22 09:15:30+00:00,Payment failed but card is good,email,incident,billing_payments,Enterprise,24
ND-2025-001408,2025-08-02 11:22:18+00:00,Data from yesterday is missing in the Sales Polaris board.,webchat,service_request,data_reporting,Pro,9
ND-2025-000461,2025-03-11 13:25:50+00:00,Screen freezes when I load the main Polaris Board,email,incident,bug,Standard,7
ND-2025-000663,2025-04-20 10:35:00+00:00,OAuth token keeps expiring for HubSpot,email,incident,integrations,Enterprise,31
ND-2025-000481,2025-03-15 14:00:10+00:00,Update broke my custom widget,webchat,incident,bug,Pro,16
ND-2025-001317,2025-07-31 08:55:25+00:00,Xero connector down.,email,incident,integrations,Pro,32
ND-2025-001614,2025-09-03 11:55:40+00:00,Alert about suspicious login attempts via Orbit ID,email,incident,security_privacy,Enterprise,50
ND-2025-002229,2025-12-12 15:50:20+00:00,Shopify webhook not triggering.,email,incident,integrations,Pro,16
ND-2025-001806,2025-10-02 09:12:18+00:00,How do I invite a new user to view the sales Polaris board?,webchat,service_request,access_permissions,Standard,2
ND-2025-001044,2025-06-14 11:05:25+00:00,Cannot verify our domain for SSO setup txt record added,email,incident,access_permissions,Pro,11
ND-2025-000678,2025-04-24 10:55:00+00:00,Very slow response times this morning,in_app,incident,performance_outage,Pro,35
ND-2025-000117,2025-01-27 11:20:05+00:00,Tutorial link?,in_app,service_request,how_to_training,Standard,1
ND-2025-000142,2025-01-23 11:40:40+00:00,Mobile app closes immediately on launch,webchat,incident,bug,Pro,10
ND-2025-000023,2025-01-08 15:10:30+00:00,PDF export formatting is misaligned,email,incident,bug,Pro,9
ND-2025-000153,2025-01-04 09:05:05+00:00,cant remember password,in_app,service_request,access_permissions,Free,2
ND-2025-000953,2025-05-31 08:20:15+00:00,How to pin a board?,email,service_request,how_to_training,Free,5
ND-2025-001116,2025-06-08 15:25:30+00:00,HubSpot contacts not syncing to Northstar,email,incident,integrations,Enterprise,35
ND-2025-000006,2025-01-03 14:33:50+00:00,Exporting the Q4 report to CSV returns blank rows,email,service_request,data_reporting,Pro,8
ND-2025-000128,2025-01-09 13:00:30+00:00,Refund for unused seat,webchat,incident,billing_payments,Standard,4
ND-2025-001615,2025-09-03 13:30:50+00:00,Interested in upgrading to Pro for the Salesforce Connector,phone,service_request,other,Free,0
ND-2025-001657,2025-09-14 10:15:10+00:00,Screen freezes when dragging widgets,email,incident,bug,Enterprise,40
ND-2025-000406,2025-03-01 14:05:55+00:00,I need to downgrade my plan before the next billing cycle,webchat,service_request,billing_payments,Pro,5
ND-2025-000654,2025-04-17 12:15:00+00:00,How to create a stacked bar chart widget?,webchat,service_request,how_to_training,Standard,3
ND-2025-001602,2025-09-01 11:42:10+00:00,Orbit ID login screen misaligned on Safari browser,in_app,incident,bug,Enterprise,32
ND-2025-001921,2025-10-13 10:15:50+00:00,Who changed the dashboard filter?,in_app,service_request,account_admin,Pro,13
ND-2025-000457,2025-03-10 15:30:15+00:00,Card declined but it has funds,email,incident,billing_payments,Pro,26
ND-2025-000034,2025-01-12 11:40:15+00:00,Colour palette looks wrong in dark mode,in_app,service_request,bug,Standard,5
ND-2025-000921,2025-05-24 09:50:55+00:00,Edge browser issues.,email,incident,bug,Standard,7
ND-2025-001088,2025-06-27 13:35:40+00:00,Found a vulnerability in your login page,phone,service_request,security_privacy,Enterprise,44
ND-2025-000084,2025-01-28 14:30:10+00:00,cant login,webchat,incident,access_permissions,Free,3
ND-2025-002310,2025-12-30 16:10:22+00:00,Webhooks failing.,webchat,incident,integrations,Pro,15
ND-2025-001071,2025-06-22 14:30:55+00:00,Extreme latency when loading historical data,email,incident,performance_outage,Enterprise,34
ND-2025-000126,2025-01-07 08:30:20+00:00,Query execution time is too high,in_app,incident,performance_outage,Pro,17
ND-2025-001744,2025-09-17 09:10:10+00:00,Polaris Board totals are wrong,email,service_request,data_reporting,Enterprise,27
ND-2025-001047,2025-06-15 10:35:40+00:00,Connector timed out while syncing large dataset,webchat,incident,integrations,Pro,23
ND-2025-002205,2025-12-04 09:30:22+00:00,Cancel subscription immediately.,email,service_request,account_admin,Pro,11
ND-2025-000097,2025-01-07 14:15:30+00:00,Received a dunning email but I paid yesterday,phone,incident,billing_payments,Standard,5
ND-2025-002270,2025-12-05 14:05:55+00:00,Cheap SEO services for you.,email,service_request,other,Free,0
ND-2025-001241,2025-07-11 10:30:45+00:00,I can't authorize the Shopfiy connector it just spins.,phone,incident,integrations,Standard,8
ND-2025-001040,2025-06-13 10:15:35+00:00,Need a VAT receipt for the last 3 invoices please,webchat,service_request,billing_payments,Pro,14
ND-2025-000639,2025-04-11 14:30:00+00:00,Explain difference between Editor and Admin roles,webchat,service_request,how_to_training,Pro,4
ND-2025-002134,2025-11-20 08:35:50+00:00,Chart data is incorrect.,email,incident,data_reporting,Enterprise,29
ND-2025-002102,2025-11-02 10:45:15+00:00,Change organization timezone.,webchat,service_request,account_admin,Standard,6
ND-2025-001349,2025-07-29 11:40:00+00:00,Webhook failure.,email,incident,integrations,Standard,12
ND-2025-001414,2025-08-04 09:10:00+00:00,Okta SSO integration failing for new users.,webchat,incident,access_permissions,Enterprise,40
ND-2025-000614,2025-04-04 10:10:00+00:00,Data missing from Q1 report widget please check,webchat,incident,data_reporting,Enterprise,12
ND-2025-000154,2025-01-05 11:25:40+00:00,Rate limit errors on Shopify sync,email,incident,integrations,Pro,11
ND-2025-000905,2025-05-21 08:15:15+00:00,Crash on startup.,email,incident,bug,Pro,18
ND-2025-000162,2025-01-13 09:10:20+00:00,Setting up custom filters,in_app,service_request,how_to_training,Standard,4
ND-2025-002334,2025-12-18 13:40:45+00:00,Data missing from executive dashboard.,webchat,service_request,data_reporting,Enterprise,35
ND-2025-000730,2025-04-24 08:25:00+00:00,Unsubscribe from marketing emails,email,service_request,account_admin,Standard,6
ND-2025-000420,2025-03-03 14:55:40+00:00,Copy of VAT receipt thanks,email,service_request,billing_payments,Standard,9
ND-2025-002142,2025-11-24 09:40:10+00:00,Mobile view broken.,phone,incident,bug,Pro,23
ND-2025-001487,2025-08-29 13:15:00+00:00,Uptime dropped below SLA this month.,email,incident,performance_outage,Enterprise,58
ND-2025-001032,2025-06-11 08:15:35+00:00,Link to help center in the footer gives a 404 error,email,incident,bug,Free,4
